magic,version,name,source,sample_rate_note
TINYDRAW_INKTRACE,1,fast-curve-400-xl,recorded,recorded owner finger input via 1kHz sampler stream
t_us,kind,x,y
256997,Move,112,102
258009,Move,112,102
258997,Move,112,102
260001,Move,112,102
260997,Move,112,102
262001,Move,114,96
262997,Move,114,96
264163,Move,114,96
264529,Move,114,96
266135,Move,114,96
267029,Move,114,96
267997,Move,114,96
269012,Move,114,96
269999,Move,114,96
271001,Move,114,96
271997,Move,114,96
273001,Move,114,96
273997,Move,114,96
275008,Move,115,90
275997,Move,115,90
277172,Move,115,90
278153,Move,115,90
279072,Move,115,90
280043,Move,115,90
280997,Move,115,90
282016,Move,115,90
282997,Move,115,90
284001,Move,115,90
284997,Move,115,90
286001,Move,115,90
286997,Move,115,90
288001,Move,116,86
288997,Move,116,86
290178,Move,116,86
292151,Move,116,86
293017,Move,116,86
293999,Move,116,86
295009,Move,116,86
295999,Move,116,86
297001,Move,116,86
297997,Move,116,86
299001,Move,116,86
299997,Move,116,86
301001,Move,116,82
301997,Move,116,82
303173,Move,116,82
304132,Move,116,82
305071,Move,116,82
306031,Move,116,82
306997,Move,116,82
308024,Move,116,82
308997,Move,116,82
310001,Move,116,82
310997,Move,116,82
312001,Move,116,82
312998,Move,116,82
314001,Move,116,79
314997,Move,116,79
316188,Move,116,79
318146,Move,116,79
319016,Move,116,79
319997,Move,116,79
321012,Move,116,79
321997,Move,116,79
323001,Move,116,79
323997,Move,116,79
325010,Move,116,79
326002,Move,116,79
327001,Move,116,77
327997,Move,116,77
329176,Move,116,77
331144,Move,116,77
332022,Move,116,77
332997,Move,116,77
334012,Move,116,77
334999,Move,116,77
336001,Move,116,77
336997,Move,116,77
338001,Move,116,77
338997,Move,116,77
340001,Move,116,75
340997,Move,116,75
342188,Move,116,75
344147,Move,116,75
345022,Move,116,75
345997,Move,116,75
347010,Move,116,75
347999,Move,116,75
349001,Move,116,75
349997,Move,116,75
351001,Move,116,75
351997,Move,116,75
353001,Move,116,74
353997,Move,116,74
355198,Move,116,74
357142,Move,116,74
358019,Move,116,74
359013,Move,116,74
360009,Move,116,74
360999,Move,116,74
362001,Move,116,74
362997,Move,116,74
364001,Move,116,74
364997,Move,116,74
366001,Move,116,73
366997,Move,116,73
368212,Move,116,73
370142,Move,116,73
371020,Move,116,73
371998,Move,116,73
373013,Move,116,73
373999,Move,116,73
375001,Move,116,73
376006,Move,116,73
377001,Move,116,73
377997,Move,116,73
379001,Move,116,73
379997,Move,116,73
381001,Move,116,73
381997,Move,116,73
383001,Move,116,73
383997,Move,116,73
385001,Move,116,73
385997,Move,116,73
387001,Move,116,73
387997,Move,116,73
389001,Move,116,73
389998,Move,116,73
391001,Move,116,73
391997,Move,116,73
393001,Move,116,73
393997,Move,116,73
395001,Move,116,73
395997,Move,116,73
397001,Move,116,73
397997,Move,116,73
399001,Move,116,73
399997,Move,116,73
401001,Move,116,73
401997,Move,116,73
403001,Move,116,73
403997,Move,116,73
405001,Move,116,73
405997,Move,115,74
407255,Move,115,74
409052,Move,115,74
410104,Move,115,74
411133,Move,115,74
412062,Move,115,74
413046,Move,115,74
413997,Move,115,74
415014,Move,115,74
415997,Move,115,74
417001,Move,115,74
417997,Move,115,74
419001,Move,114,77
419997,Move,114,77
421203,Move,114,77
423114,Move,114,77
424095,Move,114,77
425021,Move,114,77
426008,Move,114,77
427012,Move,114,77
427994,Move,114,77
428997,Move,114,77
429994,Move,114,77
430997,Move,114,77
431994,Move,113,82
433170,Move,113,82
434126,Move,113,82
435086,Move,113,82
436038,Move,113,82
436995,Move,113,82
438011,Move,113,82
438994,Move,113,82
439997,Move,113,82
440994,Move,113,82
441997,Move,113,82
442998,Move,113,82
443997,Move,113,82
444994,Move,112,91
446174,Move,112,91
446536,Move,112,91
448134,Move,112,91
449021,Move,112,91
449997,Move,112,91
451010,Move,112,91
451999,Move,112,91
453001,Move,112,91
453997,Move,112,91
455001,Move,112,91
455997,Move,112,91
457001,Move,112,91
457997,Move,111,101
459195,Move,111,101
461137,Move,111,101
462020,Move,111,101
462999,Move,111,101
464012,Move,111,101
464999,Move,111,101
466001,Move,111,101
466997,Move,111,101
468001,Move,111,101
468997,Move,111,101
470001,Move,111,101
470997,Move,110,116
472169,Move,110,116
474150,Move,110,116
475014,Move,110,116
476013,Move,110,116
477007,Move,110,116
477999,Move,110,116
479001,Move,110,116
479997,Move,110,116
481001,Move,110,116
481997,Move,110,116
483001,Move,110,116
483997,Move,108,132
485176,Move,108,132
485518,Move,108,132
487178,Move,108,132
488173,Move,108,132
490160,Move,108,132
491058,Move,108,132
492059,Move,108,132
493111,Move,108,132
494067,Move,108,132
495093,Move,108,132
496049,Move,108,132
497130,Move,104,149
498119,Move,104,149
499107,Move,104,149
500133,Move,104,149
501054,Move,104,149
502208,Move,104,149
504138,Move,104,149
505072,Move,104,149
506030,Move,104,149
506997,Move,104,149
508015,Move,104,149
508997,Move,104,149
510008,Move,100,165
510997,Move,100,165
512183,Move,100,165
514174,Move,100,165
515020,Move,100,165
515997,Move,100,165
517006,Move,100,165
517999,Move,100,165
518996,Move,100,165
519995,Move,100,165
520996,Move,100,165
521995,Move,100,165
522996,Move,96,183
523995,Move,96,183
525171,Move,96,183
526135,Move,96,183
527157,Move,96,183
528042,Move,96,183
528997,Move,96,183
530024,Move,96,183
530997,Move,96,183
532001,Move,96,183
532997,Move,96,183
534001,Move,96,183
534997,Move,96,183
536001,Move,92,202
536997,Move,92,202
538182,Move,92,202
540143,Move,92,202
541083,Move,92,202
541998,Move,92,202
543024,Move,92,202
543998,Move,92,202
545001,Move,92,202
545997,Move,92,202
547001,Move,92,202
547997,Move,92,202
549001,Move,88,219
549997,Move,88,219
551189,Move,88,219
553184,Move,88,219
554045,Move,88,219
554998,Move,88,219
556021,Move,88,219
556997,Move,88,219
558001,Move,88,219
558997,Move,88,219
560006,Move,88,219
560997,Move,88,219
562001,Move,85,234
562997,Move,85,234
564170,Move,85,234
565158,Move,85,234
566097,Move,85,234
567030,Move,85,234
567999,Move,85,234
569014,Move,85,234
569995,Move,85,234
570996,Move,85,234
571995,Move,85,234
572996,Move,85,234
573995,Move,85,234
574996,Move,82,248
575995,Move,82,248
577165,Move,82,248
578161,Move,82,248
579079,Move,82,248
580040,Move,82,248
581001,Move,82,248
582012,Move,82,248
582998,Move,82,248
584001,Move,82,248
584997,Move,82,248
586001,Move,82,248
586997,Move,82,248
588001,Move,82,248
588997,Move,78,263
590178,Move,78,263
590514,Move,78,263
592177,Move,78,263
593054,Move,78,263
594011,Move,78,263
595016,Move,78,263
595997,Move,78,263
597001,Move,78,263
597997,Move,78,263
599001,Move,78,263
599997,Move,78,263
601001,Move,78,263
601997,Move,74,276
603172,Move,74,276
604104,Move,74,276
605145,Move,74,276
606051,Move,74,276
607000,Move,74,276
608016,Move,74,276
608997,Move,74,276
610001,Move,74,276
611001,Move,74,276
612001,Move,74,276
612997,Move,74,276
614001,Move,74,276
614997,Move,70,286
616291,Move,70,286
618123,Move,70,286
619060,Move,70,286
620047,Move,70,286
620997,Move,70,286
622017,Move,70,286
622997,Move,70,286
624001,Move,70,286
624997,Move,70,286
626001,Move,70,286
626998,Move,70,286
628001,Move,66,294
628997,Move,66,294
630176,Move,66,294
630508,Move,66,294
632178,Move,66,294
633046,Move,66,294
633998,Move,66,294
635022,Move,66,294
635997,Move,66,294
637001,Move,66,294
637997,Move,66,294
639001,Move,66,294
639997,Move,66,294
641001,Move,63,299
641997,Move,63,299
643172,Move,63,299
644106,Move,63,299
645156,Move,63,299
646057,Move,63,299
647002,Move,63,299
648015,Move,63,299
648998,Move,63,299
650001,Move,63,299
650997,Move,63,299
652001,Move,63,299
652997,Move,63,299
654001,Move,61,303
654997,Move,61,303
656173,Move,61,303
656521,Move,61,303
658180,Move,61,303
659024,Move,61,303
659998,Move,61,303
661013,Move,61,303
661999,Move,61,303
662997,Move,61,303
663994,Move,61,303
664997,Move,61,303
665994,Move,61,303
666997,Move,59,306
667994,Move,59,306
669174,Move,59,306
670104,Move,59,306
671171,Move,59,306
672038,Move,59,306
672997,Move,59,306
674016,Move,59,306
674998,Move,59,306
676001,Move,59,306
676997,Move,59,306
678007,Move,59,306
678998,Move,59,306
680001,Move,57,308
680997,Move,57,308
682180,Move,57,308
684203,Move,57,308
686032,Move,57,308
687014,Move,57,308
688001,Move,57,308
689001,Move,57,308
689997,Move,57,308
691001,Move,57,308
691997,Move,57,308
693001,Move,56,309
693997,Move,56,309
695174,Move,56,309
695511,Move,56,309
697191,Move,56,309
697562,Move,56,309
699009,Move,56,309
700022,Move,56,309
701000,Move,56,309
701998,Move,56,309
703000,Move,56,309
703998,Move,56,309
705000,Move,56,309
705998,Move,55,310
707000,Move,55,310
708168,Move,55,310
708515,Move,55,310
710122,Move,55,310
711073,Move,55,310
712042,Move,55,310
712997,Move,55,310
714014,Move,55,310
714997,Move,55,310
716001,Move,55,310
716997,Move,55,310
718001,Move,55,310
718997,Move,54,310
720179,Move,54,310
720509,Move,54,310
722111,Move,54,310
723076,Move,54,310
724036,Move,54,310
725000,Move,54,310
726021,Move,54,310
726997,Move,54,310
728007,Move,54,310
728997,Move,54,310
730001,Move,54,310
730997,Move,54,310
732001,Move,54,310
732997,Move,54,310
734001,Move,54,310
734997,Move,54,310
736001,Move,54,310
736997,Move,54,310
738001,Move,54,310
738997,Move,54,310
740001,Move,54,310
740997,Move,54,310
742001,Move,54,310
742997,Move,54,310
744001,Move,54,310
744997,Move,54,310
746001,Move,53,310
746997,Move,53,310
748204,Move,53,310
750182,Move,53,310
751029,Move,53,310
751997,Move,53,310
753004,Move,53,310
753998,Move,53,310
754997,Move,53,310
755994,Move,53,310
756997,Move,53,310
757994,Move,52,309
759172,Move,52,309
760011,Move,52,309
761151,Move,52,309
762060,Move,52,309
763043,Move,52,309
763997,Move,52,309
765020,Move,52,309
765997,Move,52,309
767001,Move,52,309
767997,Move,52,309
769001,Move,52,309
769997,Move,52,309
771001,Move,52,309
771997,Move,52,308
773172,Move,52,308
774046,Move,52,308
775197,Move,52,308
775557,Move,52,308
777013,Move,52,308
778019,Move,52,308
779008,Move,52,308
780001,Move,52,308
781000,Move,52,308
781998,Move,52,308
783000,Move,52,308
783998,Move,52,308
785000,Move,52,306
786193,Move,52,306
788136,Move,52,306
789028,Move,52,306
789997,Move,52,306
791013,Move,52,306
791997,Move,52,306
793001,Move,52,306
793997,Move,52,306
795001,Move,52,306
796006,Move,52,306
797001,Move,52,306
797997,Move,52,303
799220,Move,52,303
801138,Move,52,303
802018,Move,52,303
802997,Move,52,303
804012,Move,52,303
804999,Move,52,303
806001,Move,52,303
806997,Move,52,303
808001,Move,52,303
808997,Move,52,303
810001,Move,52,303
810997,Move,52,300
812206,Move,52,300
814136,Move,52,300
815023,Move,52,300
815997,Move,52,300
817012,Move,52,300
817999,Move,52,300
819001,Move,52,300
819997,Move,52,300
821001,Move,52,300
821997,Move,52,300
823001,Move,52,300
823997,Move,52,295
825175,Move,52,295
825532,Move,52,295
827135,Move,52,295
828019,Move,52,295
829007,Move,52,295
830011,Move,52,295
830999,Move,52,295
832001,Move,52,295
832997,Move,52,295
834001,Move,52,295
834997,Move,52,295
836001,Move,52,295
836997,Move,53,288
838180,Move,53,288
840134,Move,53,288
841021,Move,53,288
841999,Move,53,288
843013,Move,53,288
843999,Move,53,288
845001,Move,53,288
846005,Move,53,288
847005,Move,53,288
847997,Move,53,288
849001,Move,53,288
849997,Move,55,280
851169,Move,55,280
852132,Move,55,280
853158,Move,55,280
854030,Move,55,280
854999,Move,55,280
856019,Move,55,280
856997,Move,55,280
858001,Move,55,280
858997,Move,55,280
860001,Move,55,280
860997,Move,55,280
862001,Move,55,280
863005,Move,59,269
864176,Move,59,269
866167,Move,59,269
867072,Move,59,269
867999,Move,59,269
869026,Move,59,269
869997,Move,59,269
871001,Move,59,269
871997,Move,59,269
873001,Move,59,269
873997,Move,59,269
875001,Move,59,269
875997,Move,66,257
877166,Move,66,257
878027,Move,66,257
879133,Move,66,257
880071,Move,66,257
881022,Move,66,257
881998,Move,66,257
883023,Move,66,257
883997,Move,66,257
885001,Move,66,257
885997,Move,66,257
887001,Move,66,257
887997,Move,66,257
889001,Move,76,245
889997,Move,76,245
891248,Move,76,245
893038,Move,76,245
894125,Move,76,245
895068,Move,76,245
896046,Move,76,245
897006,Move,76,245
898013,Move,76,245
898997,Move,76,245
900001,Move,76,245
900997,Move,76,245
902001,Move,87,232
902997,Move,87,232
904273,Move,87,232
906104,Move,87,232
907087,Move,87,232
908080,Move,87,232
909158,Move,87,232
909572,Move,87,232
911135,Move,87,232
912054,Move,87,232
913114,Move,87,232
914067,Move,87,232
915114,Move,101,218
916116,Move,101,218
917138,Move,101,218
918108,Move,101,218
919096,Move,101,218
920096,Move,101,218
921063,Move,101,218
922176,Move,101,218
922546,Move,101,218
924172,Move,101,218
925034,Move,101,218
926138,Move,101,218
927072,Move,101,218
928036,Move,113,206
928997,Move,113,206
930180,Move,113,206
930514,Move,113,206
932138,Move,113,206
933078,Move,113,206
934001,Move,113,206
935025,Move,113,206
935997,Move,113,206
937001,Move,113,206
937997,Move,113,206
939001,Move,113,206
939997,Move,113,206
941001,Move,128,191
941997,Move,128,191
943163,Move,128,191
944095,Move,128,191
945101,Move,128,191
946065,Move,128,191
947049,Move,128,191
947999,Move,128,191
949014,Move,128,191
949999,Move,128,191
951001,Move,128,191
951997,Move,128,191
953001,Move,128,191
953997,Move,143,175
955200,Move,143,175
957052,Move,143,175
958135,Move,143,175
959059,Move,143,175
960048,Move,143,175
960997,Move,143,175
962018,Move,143,175
962999,Move,143,175
964001,Move,143,175
964997,Move,143,175
966001,Move,143,175
966997,Move,143,175
968001,Move,155,159
968997,Move,155,159
970227,Move,155,159
972134,Move,155,159
973122,Move,155,159
974045,Move,155,159
974998,Move,155,159
976013,Move,155,159
976998,Move,155,159
978001,Move,155,159
978997,Move,155,159
980002,Move,155,159
981001,Move,166,140
982168,Move,166,140
983096,Move,166,140
984144,Move,166,140
985065,Move,166,140
985998,Move,166,140
987024,Move,166,140
987997,Move,166,140
989001,Move,166,140
989997,Move,166,140
991001,Move,166,140
991997,Move,166,140
993001,Move,166,140
993997,Move,177,121
995217,Move,177,121
997147,Move,177,121
998069,Move,177,121
999029,Move,177,121
999997,Move,177,121
1001028,Move,177,121
1001999,Move,177,121
1003001,Move,177,121
1003997,Move,177,121
1005001,Move,177,121
1005997,Move,177,121
1007001,Move,185,106
1007997,Move,185,106
1009163,Move,185,106
1010076,Move,185,106
1011135,Move,185,106
1012081,Move,185,106
1012998,Move,185,106
1014029,Move,185,106
1014997,Move,185,106
1016001,Move,185,106
1016997,Move,185,106
1018001,Move,185,106
1018997,Move,185,106
1020001,Move,191,93
1020998,Move,191,93
1022170,Move,191,93
1023041,Move,191,93
1024134,Move,191,93
1025074,Move,191,93
1025999,Move,191,93
1027030,Move,191,93
1027997,Move,191,93
1029001,Move,191,93
1029997,Move,191,93
1031002,Move,191,93
1031997,Move,191,93
1033001,Move,196,82
1033997,Move,196,82
1035175,Move,196,82
1036061,Move,196,82
1037159,Move,196,82
1038063,Move,196,82
1038999,Move,196,82
1040028,Move,196,82
1040997,Move,196,82
1042001,Move,196,82
1042997,Move,196,82
1044001,Move,196,82
1044997,Move,196,82
1046001,Move,200,73
1046999,Move,200,73
1048161,Move,200,73
1049091,Move,200,73
1050163,Move,200,73
1051051,Move,200,73
1051999,Move,200,73
1053020,Move,200,73
1053997,Move,200,73
1055001,Move,200,73
1055997,Move,200,73
1057001,Move,200,73
1057997,Move,200,73
1059001,Move,202,67
1059997,Move,202,67
1061165,Move,202,67
1062103,Move,202,67
1063131,Move,202,67
1064039,Move,202,67
1065007,Move,202,67
1066003,Move,202,67
1066995,Move,202,67
1067996,Move,202,67
1068996,Move,202,67
1069996,Move,202,67
1070995,Move,202,67
1071996,Move,204,62
1072995,Move,204,62
1074296,Move,204,62
1076132,Move,204,62
1077077,Move,204,62
1078045,Move,204,62
1078998,Move,204,62
1080022,Move,204,62
1081001,Move,204,62
1082001,Move,204,62
1082997,Move,204,62
1084001,Move,204,62
1084997,Move,205,57
1086174,Move,205,57
1087127,Move,205,57
1088081,Move,205,57
1089047,Move,205,57
1089998,Move,205,57
1091013,Move,205,57
1091997,Move,205,57
1093001,Move,205,57
1093997,Move,205,57
1095001,Move,205,57
1095997,Move,205,57
1097001,Move,205,57
1098001,Move,205,54
1099174,Move,205,54
1099524,Move,205,54
1101131,Move,205,54
1102033,Move,205,54
1102997,Move,205,54
1104011,Move,205,54
1104999,Move,205,54
1106001,Move,205,54
1106997,Move,205,54
1108001,Move,205,54
1108997,Move,205,54
1110001,Move,205,54
1110997,Move,205,52
1112213,Move,205,52
1114148,Move,205,52
1114998,Move,205,52
1116008,Move,205,52
1116997,Move,205,52
1118001,Move,205,52
1118997,Move,205,52
1120001,Move,205,52
1120997,Move,205,52
1122001,Move,205,52
1122997,Move,205,52
1124001,Move,205,52
1124997,Move,205,51
1126214,Move,205,51
1128142,Move,205,51
1128997,Move,205,51
1130008,Move,205,51
1130997,Move,205,51
1132001,Move,205,51
1132997,Move,205,51
1134001,Move,205,51
1134997,Move,205,51
1136001,Move,205,51
1136997,Move,205,51
1138001,Move,205,51
1138997,Move,205,51
1140001,Move,205,51
1140997,Move,205,51
1142001,Move,205,51
1142997,Move,205,51
1144001,Move,205,51
1144997,Move,205,51
1146001,Move,205,51
1146997,Move,205,51
1148001,Move,205,51
1148997,Move,205,51
1150001,Move,205,51
1150997,Move,204,51
1152158,Move,204,51
1153070,Move,204,51
1154166,Move,204,51
1155061,Move,204,51
1155999,Move,204,51
1157029,Move,204,51
1157997,Move,204,51
1159001,Move,204,51
1159997,Move,204,51
1161001,Move,204,51
1161997,Move,204,51
1163001,Move,204,51
1163997,Move,203,52
1165167,Move,203,52
1165518,Move,203,52
1167135,Move,203,52
1168085,Move,203,52
1168999,Move,203,52
1170030,Move,203,52
1170997,Move,203,52
1172001,Move,203,52
1172997,Move,203,52
1174001,Move,203,52
1174997,Move,203,52
1176001,Move,203,52
1176997,Move,200,54
1178155,Move,200,54
1179142,Move,200,54
1180150,Move,200,54
1181043,Move,200,54
1182010,Move,200,54
1183009,Move,200,54
1183997,Move,200,54
1185001,Move,200,54
1185997,Move,200,54
1187001,Move,200,54
1187997,Move,200,54
1189001,Move,200,54
1189997,Move,195,61
1191273,Move,195,61
1193117,Move,195,61
1194084,Move,195,61
1195038,Move,195,61
1195998,Move,195,61
1197010,Move,195,61
1197994,Move,195,61
1199002,Move,195,61
1199994,Move,195,61
1200997,Move,195,61
1201994,Move,195,61
1202997,Move,190,72
1203994,Move,190,72
1205181,Move,190,72
1205515,Move,190,72
1207149,Move,190,72
1208130,Move,190,72
1209042,Move,190,72
1210000,Move,190,72
1211018,Move,190,72
1211998,Move,190,72
1213001,Move,190,72
1213997,Move,190,72
1215001,Move,190,72
1216000,Move,183,86
1217247,Move,183,86
1219148,Move,183,86
1220131,Move,183,86
1221060,Move,183,86
1221999,Move,183,86
1223025,Move,183,86
1223997,Move,183,86
1225001,Move,183,86
1225997,Move,183,86
1227001,Move,183,86
1227997,Move,183,86
1229001,Move,174,107
1229997,Move,174,107
1231153,Move,174,107
1232030,Move,174,107
1233122,Move,174,107
1234066,Move,174,107
1235042,Move,174,107
1235997,Move,174,107
1237016,Move,174,107
1237997,Move,174,107
1239001,Move,174,107
1239997,Move,174,107
1241001,Move,174,107
1241997,Move,166,131
1243178,Move,166,131
1243509,Move,166,131
1245147,Move,166,131
1246073,Move,166,131
1247001,Move,166,131
1248026,Move,166,131
1248999,Move,166,131
1250001,Move,166,131
1250997,Move,166,131
1252001,Move,166,131
1252997,Move,166,131
1254001,Move,166,131
1254997,Move,159,156
1256171,Move,159,156
1257030,Move,159,156
1258138,Move,159,156
1259062,Move,159,156
1260036,Move,159,156
1260997,Move,159,156
1262017,Move,159,156
1262997,Move,159,156
1264001,Move,159,156
1264997,Move,159,156
1266005,Move,159,156
1266997,Move,159,156
1268001,Move,151,188
1268997,Move,151,188
1270179,Move,151,188
1270512,Move,151,188
1272172,Move,151,188
1273055,Move,151,188
1273999,Move,151,188
1275026,Move,151,188
1275997,Move,151,188
1277001,Move,151,188
1277997,Move,151,188
1279001,Move,151,188
1279997,Move,151,188
1281001,Move,143,217
1281997,Move,143,217
1283173,Move,143,217
1284046,Move,143,217
1285115,Move,143,217
1286056,Move,143,217
1287040,Move,143,217
1287997,Move,143,217
1289017,Move,143,217
1289997,Move,143,217
1291002,Move,143,217
1291997,Move,143,217
1293001,Move,143,217
1293997,Move,137,239
1295172,Move,137,239
1296104,Move,137,239
1297122,Move,137,239
1298021,Move,137,239
1298998,Move,137,239
1300016,Move,137,239
1300996,Move,137,239
1301997,Move,137,239
1302994,Move,137,239
1303997,Move,137,239
1304994,Move,137,239
1305997,Move,137,239
1306994,Move,137,239
1307997,Move,131,260
1308994,Move,131,260
1310272,Move,131,260
1312176,Move,131,260
1313071,Move,131,260
1313999,Move,131,260
1315029,Move,131,260
1315998,Move,131,260
1317002,Move,131,260
1317997,Move,131,260
1319001,Move,131,260
1319997,Move,131,260
1321001,Move,127,272
1321997,Move,127,272
1323171,Move,127,272
1324020,Move,127,272
1325119,Move,127,272
1326077,Move,127,272
1327163,Move,127,272
1327541,Move,127,272
1329184,Move,127,272
1329533,Move,127,272
1331094,Move,127,272
1332064,Move,127,272
1333128,Move,127,272
1334113,Move,125,278
1335064,Move,125,278
1336083,Move,125,278
1337055,Move,125,278
1338097,Move,125,278
1339098,Move,125,278
1340106,Move,125,278
1341184,Move,125,278
1342037,Move,125,278
1343195,Move,125,278
1345183,Move,125,278
1346056,Move,125,278
1346998,Move,124,283
1348175,Move,124,283
1349144,Move,124,283
1350099,Move,124,283
1351030,Move,124,283
1351998,Move,124,283
1353017,Move,124,283
1353997,Move,124,283
1355001,Move,124,283
1355999,Move,124,283
1357001,Move,124,283
1357997,Move,124,283
1359001,Move,124,283
1359997,Move,124,285
1361177,Move,124,285
1361521,Move,124,285
1363133,Move,124,285
1364032,Move,124,285
1364997,Move,124,285
1366014,Move,124,285
1367001,Move,124,285
1368004,Move,124,285
1368997,Move,124,285
1370001,Move,124,285
1370997,Move,124,285
1372001,Move,124,285
1372997,Move,124,287
1374187,Move,124,287
1376154,Move,124,287
1376998,Move,124,287
1378005,Move,124,287
1378997,Move,124,287
1380001,Move,124,287
1380997,Move,124,287
1382001,Move,124,287
1382997,Move,124,287
1384001,Move,124,287
1384997,Move,124,287
1386001,Move,125,287
1386997,Move,125,287
1388154,Move,125,287
