magic,version,name,source,sample_rate_note
TINYDRAW_INKTRACE,1,under-overlay,recorded,recorded owner finger input via 1kHz sampler stream
t_us,kind,x,y
149012,Move,258,308
149994,Move,258,308
151003,Move,258,308
151994,Move,258,308
153003,Move,258,308
153994,Move,258,308
155003,Move,258,308
155994,Move,258,308
157008,Move,258,308
157994,Move,256,308
159171,Move,256,308
160243,Move,256,308
162064,Move,256,308
162994,Move,256,308
163997,Move,256,308
165000,Move,256,308
165997,Move,256,308
167000,Move,256,308
167997,Move,256,308
169000,Move,256,308
169997,Move,256,308
170999,Move,254,308
172196,Move,254,308
174162,Move,254,308
175008,Move,254,308
175994,Move,254,308
177003,Move,254,308
177994,Move,254,308
179003,Move,254,308
179994,Move,254,308
181003,Move,254,308
181994,Move,254,308
183003,Move,254,308
183994,Move,250,308
185195,Move,250,308
187160,Move,250,308
188010,Move,250,308
188994,Move,250,308
190008,Move,250,308
190994,Move,250,308
192003,Move,250,308
192994,Move,250,308
194003,Move,250,308
194994,Move,250,308
196003,Move,250,308
196994,Move,245,308
198201,Move,245,308
200162,Move,245,308
201011,Move,245,308
201994,Move,245,308
203003,Move,245,308
203994,Move,245,308
205003,Move,245,308
205994,Move,245,308
207008,Move,245,308
207994,Move,245,308
209003,Move,245,308
209994,Move,245,308
211003,Move,240,308
211994,Move,240,308
213196,Move,240,308
215159,Move,240,308
216009,Move,240,308
216994,Move,240,308
218003,Move,240,308
218994,Move,240,308
220003,Move,240,308
220994,Move,240,308
222003,Move,240,308
222994,Move,240,308
224008,Move,235,308
224994,Move,235,308
226202,Move,235,308
228163,Move,235,308
229012,Move,235,308
229994,Move,235,308
231003,Move,235,308
231994,Move,235,308
233003,Move,235,308
233994,Move,235,308
235003,Move,235,308
235994,Move,235,308
237003,Move,229,308
237994,Move,229,308
239198,Move,229,308
241163,Move,229,308
241994,Move,229,308
243008,Move,229,308
243994,Move,229,308
245003,Move,229,308
245994,Move,229,308
247003,Move,229,308
247994,Move,229,308
249003,Move,229,308
249994,Move,223,308
251203,Move,223,308
253161,Move,223,308
254011,Move,223,308
254994,Move,223,308
256003,Move,223,308
256994,Move,223,308
258008,Move,223,308
258994,Move,223,308
260003,Move,223,308
260994,Move,223,308
262003,Move,223,308
262994,Move,216,308
264192,Move,216,308
266161,Move,216,308
266994,Move,216,308
268008,Move,216,308
268994,Move,216,308
270003,Move,216,308
270994,Move,216,308
272003,Move,216,308
272994,Move,216,308
274008,Move,216,308
274994,Move,216,308
276003,Move,209,308
276994,Move,209,308
278196,Move,209,308
280163,Move,209,308
281011,Move,209,308
281994,Move,209,308
283003,Move,209,308
283994,Move,209,308
285003,Move,209,308
285994,Move,209,308
287003,Move,209,308
287994,Move,209,308
289003,Move,202,308
289994,Move,202,308
291193,Move,202,308
293161,Move,202,308
294010,Move,202,308
294994,Move,202,308
296003,Move,202,308
296994,Move,202,308
298003,Move,202,308
298994,Move,202,308
300003,Move,202,308
300994,Move,202,308
302003,Move,195,308
302994,Move,195,308
304192,Move,195,308
306163,Move,195,308
307011,Move,195,308
307998,Move,195,308
309004,Move,195,308
309994,Move,195,308
311003,Move,195,308
311994,Move,195,308
313003,Move,195,308
313994,Move,195,308
315003,Move,188,307
315994,Move,188,307
317196,Move,188,307
319159,Move,188,307
320014,Move,188,307
320994,Move,188,307
322003,Move,188,307
322994,Move,188,307
324004,Move,188,307
324997,Move,188,307
326003,Move,188,307
326994,Move,188,307
328003,Move,182,306
328994,Move,182,306
330182,Move,182,306
332158,Move,182,306
333010,Move,182,306
333994,Move,182,306
335003,Move,182,306
335994,Move,182,306
337003,Move,182,306
337994,Move,182,306
339003,Move,182,306
339994,Move,182,306
341004,Move,175,305
341997,Move,175,305
343198,Move,175,305
345164,Move,175,305
345994,Move,175,305
347008,Move,175,305
347994,Move,175,305
349003,Move,175,305
349994,Move,175,305
351003,Move,175,305
351994,Move,175,305
353003,Move,175,305
353994,Move,169,304
355194,Move,169,304
357158,Move,169,304
358016,Move,169,304
358994,Move,169,304
360003,Move,169,304
360994,Move,169,304
362003,Move,169,304
362994,Move,169,304
364003,Move,169,304
364994,Move,169,304
366003,Move,169,304
366994,Move,164,303
368196,Move,164,303
370162,Move,164,303
371010,Move,164,303
371994,Move,164,303
373003,Move,164,303
373994,Move,164,303
375008,Move,164,303
375994,Move,164,303
377003,Move,164,303
377994,Move,164,303
379003,Move,164,303
379994,Move,160,302
381198,Move,160,302
383160,Move,160,302
384013,Move,160,302
384994,Move,160,302
386003,Move,160,302
386994,Move,160,302
388003,Move,160,302
388994,Move,160,302
390004,Move,160,302
390994,Move,160,302
392008,Move,160,302
392994,Move,156,300
394197,Move,156,300
396162,Move,156,300
397009,Move,156,300
397994,Move,156,300
399004,Move,156,300
399994,Move,156,300
401003,Move,156,300
401994,Move,156,300
403003,Move,156,300
403994,Move,156,300
405003,Move,156,300
405994,Move,156,300
407003,Move,152,297
407994,Move,152,297
409196,Move,152,297
411156,Move,152,297
412013,Move,152,297
412994,Move,152,297
414003,Move,152,297
414994,Move,152,297
416003,Move,152,297
416994,Move,152,297
418003,Move,152,297
418994,Move,152,297
420003,Move,148,294
420994,Move,148,294
422194,Move,148,294
424164,Move,148,294
425009,Move,148,294
425998,Move,148,294
427003,Move,148,294
427994,Move,148,294
429003,Move,148,294
429994,Move,148,294
431003,Move,148,294
431994,Move,148,294
433003,Move,144,290
433994,Move,144,290
435197,Move,144,290
437158,Move,144,290
438011,Move,144,290
438994,Move,144,290
440003,Move,144,290
440994,Move,144,290
442003,Move,144,290
442998,Move,144,290
444003,Move,144,290
444994,Move,144,290
446003,Move,140,286
446994,Move,140,286
448194,Move,140,286
450163,Move,140,286
450994,Move,140,286
452008,Move,140,286
452994,Move,140,286
454003,Move,140,286
454994,Move,140,286
456003,Move,140,286
456994,Move,140,286
458003,Move,140,286
458999,Move,136,281
460195,Move,136,281
462159,Move,136,281
462995,Move,136,281
464008,Move,136,281
464994,Move,136,281
466003,Move,136,281
466994,Move,136,281
468003,Move,136,281
468994,Move,136,281
470003,Move,136,281
470994,Move,136,281
472003,Move,132,275
472994,Move,132,275
474201,Move,132,275
476165,Move,132,275
476994,Move,132,275
478008,Move,132,275
478994,Move,132,275
480003,Move,132,275
480994,Move,132,275
482003,Move,132,275
482994,Move,132,275
484003,Move,132,275
484994,Move,128,269
486213,Move,128,269
488160,Move,128,269
488998,Move,128,269
490011,Move,128,269
490994,Move,128,269
492004,Move,128,269
492997,Move,128,269
494003,Move,128,269
494994,Move,128,269
496003,Move,128,269
496994,Move,128,269
498003,Move,124,262
498994,Move,124,262
500165,Move,124,262
501245,Move,124,262
503045,Move,124,262
504017,Move,124,262
504996,Move,124,262
506001,Move,124,262
506996,Move,124,262
508001,Move,124,262
509008,Move,124,262
510004,Move,124,262
510996,Move,121,255
512174,Move,121,255
514157,Move,121,255
514999,Move,121,255
516006,Move,121,255
516994,Move,121,255
518003,Move,121,255
518994,Move,121,255
520003,Move,121,255
520994,Move,121,255
522003,Move,121,255
522994,Move,121,255
524003,Move,118,249
524994,Move,118,249
526257,Move,118,249
528330,Move,118,249
530017,Move,118,249
531113,Move,118,249
532003,Move,118,249
533150,Move,118,249
533997,Move,118,249
535012,Move,118,249
535996,Move,118,249
537001,Move,115,244
537996,Move,115,244
539236,Move,115,244
541157,Move,115,244
541995,Move,115,244
543015,Move,115,244
543994,Move,115,244
545003,Move,115,244
545994,Move,115,244
547003,Move,115,244
547994,Move,115,244
549003,Move,115,244
549994,Move,113,240
551198,Move,113,240
553156,Move,113,240
553994,Move,113,240
555008,Move,113,240
555994,Move,113,240
557003,Move,113,240
557994,Move,113,240
559003,Move,113,240
559998,Move,113,240
561003,Move,113,240
561994,Move,113,240
563003,Move,111,237
563994,Move,111,237
565205,Move,111,237
567156,Move,111,237
568012,Move,111,237
568994,Move,111,237
570003,Move,111,237
570994,Move,111,237
572003,Move,111,237
572994,Move,111,237
574003,Move,111,237
574994,Move,111,237
576003,Move,110,234
576998,Move,110,234
578201,Move,110,234
580159,Move,110,234
581009,Move,110,234
581994,Move,110,234
583003,Move,110,234
583994,Move,110,234
585003,Move,110,234
585994,Move,110,234
587003,Move,110,234
587994,Move,110,234
589003,Move,110,234
589994,Move,109,231
591204,Move,109,231
593156,Move,109,231
594016,Move,109,231
594994,Move,109,231
596003,Move,109,231
596994,Move,109,231
598003,Move,109,231
598994,Move,109,231
600003,Move,109,231
600994,Move,109,231
602003,Move,109,231
602994,Move,108,228
604202,Move,108,228
606157,Move,108,228
607010,Move,108,228
607994,Move,108,228
609003,Move,108,228
609994,Move,108,228
611008,Move,108,228
611994,Move,108,228
613003,Move,108,228
613994,Move,108,228
615003,Move,108,228
615994,Move,108,224
617199,Move,108,224
619157,Move,108,224
620011,Move,108,224
620994,Move,108,224
622003,Move,108,224
622994,Move,108,224
624003,Move,108,224
624994,Move,108,224
626003,Move,108,224
626994,Move,108,224
628008,Move,108,224
628994,Move,107,220
630201,Move,107,220
632158,Move,107,220
633009,Move,107,220
633994,Move,107,220
635003,Move,107,220
635994,Move,107,220
637003,Move,107,220
637994,Move,107,220
639003,Move,107,220
639994,Move,107,220
641003,Move,107,220
641994,Move,106,215
643204,Move,106,215
645157,Move,106,215
646011,Move,106,215
646994,Move,106,215
648003,Move,106,215
648994,Move,106,215
650003,Move,106,215
650994,Move,106,215
652003,Move,106,215
652994,Move,106,215
654003,Move,106,215
654994,Move,106,210
656200,Move,106,210
658157,Move,106,210
659009,Move,106,210
659994,Move,106,210
661008,Move,106,210
661994,Move,106,210
663003,Move,106,210
663994,Move,106,210
665003,Move,106,210
665994,Move,106,210
667003,Move,106,210
667994,Move,106,205
669204,Move,106,205
671156,Move,106,205
672012,Move,106,205
672994,Move,106,205
674003,Move,106,205
674994,Move,106,205
676003,Move,106,205
676994,Move,106,205
678008,Move,106,205
678994,Move,106,205
680003,Move,106,205
680994,Move,106,205
682003,Move,106,200
682994,Move,106,200
684202,Move,106,200
686159,Move,106,200
687009,Move,106,200
687994,Move,106,200
689003,Move,106,200
689994,Move,106,200
691003,Move,106,200
691994,Move,106,200
693003,Move,106,200
693994,Move,106,200
695008,Move,106,196
695994,Move,106,196
697202,Move,106,196
699156,Move,106,196
700011,Move,106,196
700994,Move,106,196
702003,Move,106,196
702994,Move,106,196
704003,Move,106,196
704994,Move,106,196
706003,Move,106,196
706994,Move,106,196
708003,Move,106,191
708994,Move,106,191
710197,Move,106,191
712158,Move,106,191
713009,Move,106,191
713994,Move,106,191
715003,Move,106,191
715994,Move,106,191
717003,Move,106,191
717994,Move,106,191
719003,Move,106,191
719994,Move,106,191
721003,Move,106,185
721994,Move,106,185
723219,Move,106,185
725159,Move,106,185
725997,Move,106,185
727007,Move,106,185
727999,Move,106,185
729003,Move,106,185
729994,Move,106,185
731003,Move,106,185
731994,Move,106,185
733003,Move,106,185
733994,Move,106,179
735203,Move,106,179
737156,Move,106,179
738011,Move,106,179
738994,Move,106,179
740003,Move,106,179
740994,Move,106,179
742003,Move,106,179
742994,Move,106,179
744003,Move,106,179
744994,Move,106,179
746008,Move,106,179
746994,Move,106,173
748189,Move,106,173
750156,Move,106,173
751010,Move,106,173
751994,Move,106,173
753003,Move,106,173
753994,Move,106,173
755003,Move,106,173
755994,Move,106,173
757003,Move,106,173
757994,Move,106,173
759003,Move,106,173
759994,Move,106,166
761193,Move,106,166
763158,Move,106,166
763994,Move,106,166
765008,Move,106,166
765994,Move,106,166
767003,Move,106,166
767994,Move,106,166
769003,Move,106,166
769994,Move,106,166
771003,Move,106,166
771994,Move,106,166
773003,Move,106,158
773994,Move,106,158
775204,Move,106,158
777157,Move,106,158
778012,Move,106,158
778998,Move,106,158
780003,Move,106,158
780994,Move,106,158
782003,Move,106,158
782994,Move,106,158
784003,Move,106,158
784994,Move,106,158
786003,Move,106,151
786994,Move,106,151
788201,Move,106,151
790159,Move,106,151
791009,Move,106,151
791994,Move,106,151
793003,Move,106,151
793994,Move,106,151
795003,Move,106,151
795998,Move,106,151
797003,Move,106,151
797994,Move,106,151
799003,Move,107,144
799994,Move,107,144
801201,Move,107,144
803156,Move,107,144
804011,Move,107,144
804994,Move,107,144
806003,Move,107,144
806994,Move,107,144
808003,Move,107,144
808994,Move,107,144
810003,Move,107,144
810994,Move,107,144
812003,Move,108,137
812998,Move,108,137
814199,Move,108,137
816157,Move,108,137
817010,Move,108,137
817994,Move,108,137
819003,Move,108,137
819994,Move,108,137
821003,Move,108,137
821994,Move,108,137
823003,Move,108,137
823994,Move,108,137
825003,Move,109,132
825994,Move,109,132
827201,Move,109,132
829157,Move,109,132
830011,Move,109,132
830994,Move,109,132
832003,Move,109,132
832994,Move,109,132
834003,Move,109,132
834994,Move,109,132
836003,Move,109,132
836994,Move,109,132
838003,Move,109,132
838994,Move,110,128
840203,Move,110,128
842158,Move,110,128
843009,Move,110,128
843994,Move,110,128
845003,Move,110,128
845998,Move,110,128
847003,Move,110,128
847994,Move,110,128
849003,Move,110,128
849994,Move,110,128
851003,Move,110,128
851994,Move,112,123
853227,Move,112,123
855158,Move,112,123
856010,Move,112,123
856994,Move,112,123
858003,Move,112,123
858994,Move,112,123
860003,Move,112,123
860994,Move,112,123
862006,Move,112,123
862997,Move,112,123
864003,Move,112,123
864994,Move,114,119
866177,Move,114,119
868159,Move,114,119
869007,Move,114,119
869994,Move,114,119
871003,Move,114,119
871994,Move,114,119
873003,Move,114,119
873994,Move,114,119
875003,Move,114,119
875994,Move,114,119
877003,Move,114,119
877994,Move,116,114
879203,Move,116,114
881156,Move,116,114
882011,Move,116,114
882994,Move,116,114
884003,Move,116,114
884994,Move,116,114
886003,Move,116,114
886994,Move,116,114
888003,Move,116,114
888994,Move,116,114
890003,Move,116,114
890994,Move,120,109
892198,Move,120,109
894157,Move,120,109
894994,Move,120,109
896013,Move,120,109
896994,Move,120,109
898003,Move,120,109
898994,Move,120,109
900003,Move,120,109
900994,Move,120,109
902003,Move,120,109
902994,Move,120,109
904003,Move,125,104
904994,Move,125,104
906200,Move,125,104
908158,Move,125,104
908995,Move,125,104
910008,Move,125,104
910994,Move,125,104
912003,Move,125,104
912999,Move,125,104
914003,Move,125,104
914994,Move,125,104
916003,Move,125,104
916994,Move,130,100
918185,Move,130,100
920160,Move,130,100
920996,Move,130,100
922007,Move,130,100
922994,Move,130,100
924003,Move,130,100
924994,Move,130,100
926003,Move,130,100
926994,Move,130,100
928003,Move,130,100
928994,Move,130,100
930008,Move,136,96
930994,Move,136,96
932171,Move,136,96
932553,Move,136,96
934301,Move,136,96
936082,Move,136,96
937071,Move,136,96
938113,Move,136,96
938996,Move,136,96
940017,Move,136,96
940994,Move,136,96
942003,Move,136,96
942994,Move,141,92
944220,Move,141,92
946172,Move,141,92
946994,Move,141,92
948014,Move,141,92
948994,Move,141,92
950003,Move,141,92
950994,Move,141,92
952003,Move,141,92
952994,Move,141,92
954003,Move,141,92
954994,Move,141,92
956003,Move,146,89
956994,Move,146,89
958207,Move,146,89
960156,Move,146,89
960996,Move,146,89
962009,Move,146,89
962998,Move,146,89
964003,Move,146,89
964994,Move,146,89
966003,Move,146,89
966994,Move,146,89
968003,Move,146,89
968994,Move,152,85
970199,Move,152,85
972155,Move,152,85
972994,Move,152,85
974008,Move,152,85
974994,Move,152,85
976003,Move,152,85
976994,Move,152,85
978003,Move,152,85
978994,Move,152,85
980008,Move,152,85
980994,Move,152,85
982003,Move,158,81
982994,Move,158,81
984203,Move,158,81
986157,Move,158,81
986996,Move,158,81
988008,Move,158,81
988994,Move,158,81
990003,Move,158,81
990994,Move,158,81
992003,Move,158,81
992994,Move,158,81
994003,Move,158,81
994994,Move,164,78
996200,Move,164,78
998155,Move,164,78
998994,Move,164,78
1000008,Move,164,78
1000994,Move,164,78
1002003,Move,164,78
1002994,Move,164,78
1004003,Move,164,78
1004994,Move,164,78
1006003,Move,164,78
1006994,Move,164,78
1008003,Move,171,74
1008994,Move,171,74
1010206,Move,171,74
1012159,Move,171,74
1012996,Move,171,74
1014013,Move,171,74
1014994,Move,171,74
1016003,Move,171,74
1016994,Move,171,74
1018003,Move,171,74
1018994,Move,171,74
1020003,Move,171,74
1020994,Move,171,74
1022003,Move,177,70
1022994,Move,177,70
1024197,Move,177,70
1026155,Move,177,70
1026994,Move,177,70
1028008,Move,177,70
1028994,Move,177,70
1030003,Move,177,70
1030998,Move,177,70
1032003,Move,177,70
1032994,Move,177,70
1034003,Move,177,70
1034994,Move,184,65
1036208,Move,184,65
1038157,Move,184,65
1038996,Move,184,65
1040008,Move,184,65
1040994,Move,184,65
1042003,Move,184,65
1042994,Move,184,65
1044003,Move,184,65
1044994,Move,184,65
1046003,Move,184,65
1046998,Move,184,65
1048008,Move,191,61
1048994,Move,191,61
1050222,Move,191,61
1052160,Move,191,61
1052995,Move,191,61
1054007,Move,191,61
1054994,Move,191,61
1056003,Move,191,61
1056994,Move,191,61
1058003,Move,191,61
1058994,Move,191,61
1060003,Move,191,61
1060994,Move,199,57
1062184,Move,199,57
1064148,Move,199,57
1065024,Move,199,57
1065994,Move,199,57
1067024,Move,199,57
1067994,Move,199,57
1069003,Move,199,57
1069994,Move,199,57
1071003,Move,199,57
1071994,Move,199,57
1073003,Move,199,57
1073994,Move,207,53
1075227,Move,207,53
1077152,Move,207,53
1077995,Move,207,53
1079008,Move,207,53
1079994,Move,207,53
1081008,Move,207,53
1081994,Move,207,53
1083003,Move,207,53
1083994,Move,207,53
1085003,Move,207,53
1085994,Move,207,53
1087003,Move,213,50
1087994,Move,213,50
1089204,Move,213,50
1091154,Move,213,50
1091995,Move,213,50
1093008,Move,213,50
1093994,Move,213,50
1095003,Move,213,50
1095994,Move,213,50
1097003,Move,213,50
1097998,Move,213,50
1099003,Move,213,50
1099994,Move,219,47
1101206,Move,219,47
1103156,Move,219,47
1104013,Move,219,47
1104994,Move,219,47
1106003,Move,219,47
1106994,Move,219,47
1108003,Move,219,47
1108994,Move,219,47
1110003,Move,219,47
1110994,Move,219,47
1112003,Move,219,47
1112994,Move,224,45
1114201,Move,224,45
1116160,Move,224,45
1116994,Move,224,45
1118007,Move,224,45
1118994,Move,224,45
1120003,Move,224,45
1120994,Move,224,45
1122003,Move,224,45
1122994,Move,224,45
1124003,Move,224,45
1124994,Move,224,45
1126003,Move,228,43
1126994,Move,228,43
1128211,Move,228,43
1130158,Move,228,43
1131013,Move,228,43
1131998,Move,228,43
1133003,Move,228,43
1133994,Move,228,43
1135003,Move,228,43
1135994,Move,228,43
1137003,Move,228,43
1137994,Move,228,43
1139003,Move,232,41
1139994,Move,232,41
1141205,Move,232,41
1143160,Move,232,41
1144010,Move,232,41
1144994,Move,232,41
1146003,Move,232,41
1146994,Move,232,41
1148003,Move,232,41
1148998,Move,232,41
1150003,Move,232,41
1150994,Move,232,41
1152003,Move,236,40
1152994,Move,236,40
1154199,Move,236,40
1156157,Move,236,40
1157010,Move,236,40
1157994,Move,236,40
1159003,Move,236,40
1159994,Move,236,40
1161003,Move,236,40
1161994,Move,236,40
1163003,Move,236,40
1163994,Move,236,40
1165003,Move,239,39
1165998,Move,239,39
1167197,Move,239,39
1169159,Move,239,39
1170010,Move,239,39
1170994,Move,239,39
1172003,Move,239,39
1172994,Move,239,39
1174003,Move,239,39
1174994,Move,239,39
1176003,Move,239,39
1176994,Move,239,39
1178003,Move,242,38
1178994,Move,242,38
1180199,Move,242,38
1182160,Move,242,38
1183010,Move,242,38
1183994,Move,242,38
1185003,Move,242,38
1185994,Move,242,38
1187003,Move,242,38
1187994,Move,242,38
1189003,Move,242,38
1189994,Move,242,38
1191003,Move,245,37
1191994,Move,245,37
1193194,Move,245,37
1195158,Move,245,37
1196010,Move,245,37
1196994,Move,245,37
1198003,Move,245,37
1198994,Move,245,37
1200008,Move,245,37
1200994,Move,245,37
1202003,Move,245,37
1202994,Move,245,37
1204003,Move,248,36
1204994,Move,248,36
1206200,Move,248,36
1208158,Move,248,36
1209011,Move,248,36
1209994,Move,248,36
1211003,Move,248,36
1211994,Move,248,36
1213003,Move,248,36
1213994,Move,248,36
1215003,Move,248,36
1215998,Move,248,36
1217003,Move,248,36
1217994,Move,251,35
1219198,Move,251,35
1221161,Move,251,35
1222008,Move,251,35
1222994,Move,251,35
1224003,Move,251,35
1224994,Move,251,35
1226003,Move,251,35
1226994,Move,251,35
1228003,Move,251,35
1228994,Move,251,35
1230003,Move,251,35
1230994,Move,254,34
1232197,Move,254,34
1234160,Move,254,34
1235008,Move,254,34
1235994,Move,254,34
1237003,Move,254,34
1237994,Move,254,34
1239003,Move,254,34
1239994,Move,254,34
1241003,Move,254,34
1241994,Move,254,34
1243003,Move,254,34
1243994,Move,257,33
1245191,Move,257,33
1247162,Move,257,33
1248008,Move,257,33
1248995,Move,257,33
1250007,Move,257,33
1250994,Move,257,33
1252003,Move,257,33
1252994,Move,257,33
1254003,Move,257,33
1254994,Move,257,33
1256003,Move,257,33
1256994,Move,259,32
1258214,Move,259,32
1260159,Move,259,32
1261009,Move,259,32
1261994,Move,259,32
1263003,Move,259,32
1263994,Move,259,32
1265003,Move,259,32
1265995,Move,259,32
1267007,Move,259,32
1267994,Move,259,32
1269003,Move,259,32
1269994,Move,261,30
1271192,Move,261,30
1273159,Move,261,30
1274008,Move,261,30
1274994,Move,261,30
1276003,Move,261,30
1276994,Move,261,30
1278003,Move,261,30
1278994,Move,261,30
1280003,Move,261,30
1280994,Move,261,30
1282003,Move,261,30
1282995,Move,262,27
1284197,Move,262,27
1286160,Move,262,27
1287011,Move,262,27
1287994,Move,262,27
1289003,Move,262,27
1289994,Move,262,27
1291003,Move,262,27
1291994,Move,262,27
1293003,Move,262,27
1293994,Move,262,27
1295003,Move,262,27
1295994,Move,263,25
1297200,Move,263,25
1299162,Move,263,25
1300012,Move,263,25
1300994,Move,263,25
1302003,Move,263,25
1302994,Move,263,25
1304003,Move,263,25
1304994,Move,263,25
1306003,Move,263,25
1306994,Move,263,25
1308003,Move,263,25
1308994,Move,266,25
1310202,Move,266,25
1312159,Move,266,25
1313010,Move,266,25
1313994,Move,266,25
1315003,Move,266,25
1315994,Move,266,25
1317008,Move,266,25
1317994,Move,266,25
1319003,Move,266,25
1319994,Move,266,25
1321003,Move,266,25
1321994,Move,270,25
1323198,Move,270,25
1325159,Move,270,25
1326009,Move,270,25
1326994,Move,270,25
1328003,Move,270,25
1328994,Move,270,25
1330003,Move,270,25
1330994,Move,270,25
1332003,Move,270,25
1332994,Move,270,25
1334008,Move,270,25
1334994,Move,274,24
1336202,Move,274,24
1338321,Move,274,24
1340035,Move,274,24
1341113,Move,274,24
1342006,Move,274,24
1343072,Move,274,24
1344085,Move,274,24
1344994,Move,274,24
1346018,Move,274,24
1346995,Move,274,24
1348003,Move,278,24
1348994,Move,278,24
1350220,Move,278,24
1352159,Move,278,24
1353013,Move,278,24
1353994,Move,278,24
1355003,Move,278,24
1355994,Move,278,24
1357003,Move,278,24
1357994,Move,278,24
1359003,Move,278,24
1359994,Move,278,24
1361003,Move,282,24
1361994,Move,282,24
1363200,Move,282,24
1365155,Move,282,24
1366011,Move,282,24
1366994,Move,282,24
1368008,Move,282,24
1368994,Move,282,24
1370003,Move,282,24
1370994,Move,282,24
1372003,Move,282,24
1372994,Move,282,24
1374003,Move,285,24
1374994,Move,285,24
1376201,Move,285,24
1378159,Move,285,24
1379010,Move,285,24
1379994,Move,285,24
1381003,Move,285,24
1381994,Move,285,24
1383005,Move,285,24
1383998,Move,285,24
1385003,Move,285,24
1385994,Move,285,24
1387003,Move,288,24
1387994,Move,288,24
1389201,Move,288,24
1391161,Move,288,24
1392009,Move,288,24
1392994,Move,288,24
1394003,Move,288,24
1394994,Move,288,24
1396003,Move,288,24
1396994,Move,288,24
1398003,Move,288,24
1398994,Move,288,24
1400003,Move,290,24
1400998,Move,290,24
1402199,Move,290,24
1404159,Move,290,24
1405009,Move,290,24
1405994,Move,290,24
1407003,Move,290,24
1407994,Move,290,24
1409003,Move,290,24
1409994,Move,290,24
1411003,Move,290,24
1411994,Move,290,24
1413003,Move,292,24
1413994,Move,292,24
1415200,Move,292,24
1417160,Move,292,24
1418009,Move,292,24
1418994,Move,292,24
1420003,Move,292,24
1420994,Move,292,24
1422003,Move,292,24
1422994,Move,292,24
1424003,Move,292,24
1424994,Move,292,24
1426003,Move,294,24
1426994,Move,294,24
1428202,Move,294,24
1430161,Move,294,24
1431009,Move,294,24
1431994,Move,294,24
1433003,Move,294,24
1433994,Move,294,24
1435008,Move,294,24
1435994,Move,294,24
1437003,Move,294,24
1437994,Move,294,24
1439003,Move,294,24
1439994,Move,296,24
1441205,Move,296,24
1443160,Move,296,24
1444010,Move,296,24
1444994,Move,296,24
1446003,Move,296,24
1446994,Move,296,24
