magic,version,name,source,sample_rate_note
TINYDRAW_INKTRACE,1,fast-curve-400,recorded,recorded owner finger input via 1kHz sampler stream
t_us,kind,x,y
311002,Move,84,46
311998,Move,84,46
313002,Move,84,46
313998,Move,99,52
315193,Move,99,52
317146,Move,99,52
317998,Move,99,52
319008,Move,99,52
319999,Move,99,52
321002,Move,99,52
321998,Move,99,52
323002,Move,99,52
323998,Move,99,52
325002,Move,99,52
325999,Move,99,52
327002,Move,122,74
327998,Move,122,74
329187,Move,122,74
331141,Move,122,74
332021,Move,122,74
333000,Move,122,74
334013,Move,122,74
335000,Move,122,74
336002,Move,122,74
336998,Move,122,74
338002,Move,122,74
338998,Move,122,74
340002,Move,154,117
340998,Move,154,117
342231,Move,154,117
344123,Move,154,117
345067,Move,154,117
346045,Move,154,117
347001,Move,154,117
348021,Move,154,117
348998,Move,154,117
350002,Move,154,117
350998,Move,154,117
352002,Move,154,117
352998,Move,188,173
354168,Move,188,173
355042,Move,188,173
356119,Move,188,173
357073,Move,188,173
358047,Move,188,173
358999,Move,188,173
360022,Move,188,173
360998,Move,188,173
362002,Move,188,173
362998,Move,188,173
364002,Move,188,173
364998,Move,188,173
366002,Move,208,221
366998,Move,208,221
368167,Move,208,221
369029,Move,208,221
370129,Move,208,221
371080,Move,208,221
372036,Move,208,221
372999,Move,208,221
374017,Move,208,221
374995,Move,208,221
375998,Move,208,221
376996,Move,208,221
377998,Move,208,221
378995,Move,214,265
380238,Move,214,265
382137,Move,214,265
383073,Move,214,265
384038,Move,214,265
385001,Move,214,265
386021,Move,214,265
387000,Move,214,265
388002,Move,214,265
388998,Move,214,265
390002,Move,214,265
390998,Move,214,265
392002,Move,208,307
392998,Move,208,307
394172,Move,208,307
394517,Move,208,307
396139,Move,208,307
397029,Move,208,307
398000,Move,208,307
399010,Move,208,307
400000,Move,208,307
401002,Move,208,307
401998,Move,208,307
403002,Move,208,307
403998,Move,208,307
405002,Move,178,352
405998,Move,178,352
407171,Move,178,352
408039,Move,178,352
409202,Move,178,352
411047,Move,178,352
412022,Move,178,352
412998,Move,178,352
414002,Move,178,352
414998,Move,178,352
416002,Move,178,352
416998,Move,178,352
418002,Move,128,376
418998,Move,128,376
420169,Move,128,376
422203,Move,128,376
424329,Move,128,376
426099,Move,128,376
427086,Move,128,376
428092,Move,128,376
429076,Move,128,376
430067,Move,128,376
431068,Move,84,383
432076,Move,84,383
433135,Move,84,383
434101,Move,84,383
435143,Move,84,383
436118,Move,84,383
437084,Move,84,383
438119,Move,84,383
439054,Move,84,383
440106,Move,84,383
441155,Move,84,383
442998,Up,84,383
