magic,version,name,source,sample_rate_note
TINYDRAW_INKTRACE,1,slow-precise-100,recorded,recorded owner finger input via 1kHz sampler stream
t_us,kind,x,y
527205,Move,250,173
529153,Move,250,173
529996,Move,250,173
531004,Move,250,173
531995,Move,250,173
532999,Move,250,173
533995,Move,250,173
534999,Move,250,173
535995,Move,250,173
536999,Move,255,167
537995,Move,255,167
539198,Move,255,167
541146,Move,255,167
541996,Move,255,167
543004,Move,255,167
543995,Move,255,167
544999,Move,255,167
545995,Move,255,167
546999,Move,255,167
547995,Move,255,167
548999,Move,255,167
549995,Move,261,160
551186,Move,261,160
553157,Move,261,160
553995,Move,261,160
555004,Move,261,160
555995,Move,261,160
556999,Move,261,160
557995,Move,261,160
558999,Move,261,160
559995,Move,261,160
560999,Move,261,160
561995,Move,261,160
562999,Move,266,154
563995,Move,266,154
565206,Move,266,154
567155,Move,266,154
567995,Move,266,154
569003,Move,266,154
569995,Move,266,154
570999,Move,266,154
571995,Move,266,154
572999,Move,266,154
573995,Move,266,154
574999,Move,266,154
575995,Move,271,147
577205,Move,271,147
579147,Move,271,147
579995,Move,271,147
581006,Move,271,147
581995,Move,271,147
582999,Move,271,147
583995,Move,271,147
584999,Move,271,147
585995,Move,271,147
586999,Move,271,147
587995,Move,271,147
588999,Move,276,140
589995,Move,276,140
591211,Move,276,140
593145,Move,276,140
593995,Move,276,140
595006,Move,276,140
595995,Move,276,140
596999,Move,276,140
597995,Move,276,140
598999,Move,276,140
599995,Move,276,140
600999,Move,276,140
601995,Move,280,134
603199,Move,280,134
605146,Move,280,134
605995,Move,280,134
607007,Move,280,134
607996,Move,280,134
608999,Move,280,134
609995,Move,280,134
610999,Move,280,134
611995,Move,280,134
612999,Move,280,134
613995,Move,280,134
614999,Move,284,129
615995,Move,284,129
617199,Move,284,129
619143,Move,284,129
620003,Move,284,129
620999,Move,284,129
621995,Move,284,129
622999,Move,284,129
623995,Move,284,129
624999,Move,284,129
625995,Move,284,129
626999,Move,284,129
627995,Move,288,124
628999,Move,288,124
630240,Move,288,124
632151,Move,288,124
633006,Move,288,124
633995,Move,288,124
634999,Move,288,124
635995,Move,288,124
636999,Move,288,124
637995,Move,288,124
638999,Move,288,124
639995,Move,288,124
640999,Move,290,120
641995,Move,290,120
643191,Move,290,120
645152,Move,290,120
646006,Move,290,120
646995,Move,290,120
647999,Move,290,120
648995,Move,290,120
649999,Move,290,120
650995,Move,290,120
651999,Move,290,120
652995,Move,290,120
653999,Move,292,116
654995,Move,292,116
656206,Move,292,116
658144,Move,292,116
659008,Move,292,116
659995,Move,292,116
660999,Move,292,116
661995,Move,292,116
662999,Move,292,116
663995,Move,292,116
664999,Move,292,116
665995,Move,292,116
666999,Move,294,113
667995,Move,294,113
669199,Move,294,113
671143,Move,294,113
672008,Move,294,113
672995,Move,294,113
673999,Move,294,113
674997,Move,294,113
675999,Move,294,113
676995,Move,294,113
677999,Move,294,113
678995,Move,294,113
679999,Move,296,109
680995,Move,296,109
682199,Move,296,109
684142,Move,296,109
685004,Move,296,109
685999,Move,296,109
686995,Move,296,109
687999,Move,296,109
688995,Move,296,109
689999,Move,296,109
690995,Move,296,109
692000,Move,296,109
692995,Move,298,105
693999,Move,298,105
695200,Move,298,105
697143,Move,298,105
698004,Move,298,105
698999,Move,298,105
699995,Move,298,105
700999,Move,298,105
701995,Move,298,105
702999,Move,298,105
703995,Move,298,105
704999,Move,298,105
705995,Move,298,105
706999,Move,300,101
708201,Move,300,101
710146,Move,300,101
711007,Move,300,101
711995,Move,300,101
712999,Move,300,101
713995,Move,300,101
714999,Move,300,101
715995,Move,300,101
716999,Move,300,101
717995,Move,300,101
718999,Move,300,101
719995,Move,302,97
721197,Move,302,97
723146,Move,302,97
724006,Move,302,97
724995,Move,302,97
725999,Move,302,97
726995,Move,302,97
727999,Move,302,97
728995,Move,302,97
729999,Move,302,97
730995,Move,302,97
731999,Move,302,97
732995,Move,304,93
734199,Move,304,93
736143,Move,304,93
737008,Move,304,93
737995,Move,304,93
738999,Move,304,93
739995,Move,304,93
740999,Move,304,93
741995,Move,304,93
742999,Move,304,93
743995,Move,304,93
744999,Move,304,93
745995,Move,305,90
747201,Move,305,90
749145,Move,305,90
750003,Move,305,90
750999,Move,305,90
751995,Move,305,90
752999,Move,305,90
753995,Move,305,90
754999,Move,305,90
755995,Move,305,90
756999,Move,305,90
757995,Move,305,90
759001,Move,306,88
760197,Move,306,88
762143,Move,306,88
763004,Move,306,88
763999,Move,306,88
764995,Move,306,88
765999,Move,306,88
766995,Move,306,88
767999,Move,306,88
768995,Move,306,88
769999,Move,306,88
770995,Move,306,88
771999,Move,307,86
773198,Move,307,86
775146,Move,307,86
776003,Move,307,86
776999,Move,307,86
777995,Move,307,86
778999,Move,307,86
779995,Move,307,86
780999,Move,307,86
781995,Move,307,86
782999,Move,307,86
783995,Move,307,86
784999,Move,308,84
786197,Move,308,84
788144,Move,308,84
789008,Move,308,84
789995,Move,308,84
790999,Move,308,84
791995,Move,308,84
792999,Move,308,84
793995,Move,308,84
795995,Up,308,84
