magic,version,name,source,sample_rate_note
TINYDRAW_INKTRACE,1,scribble-multistroke,recorded,recorded owner finger input via 1kHz sampler stream
t_us,kind,x,y
435999,Move,123,64
437000,Move,123,64
437999,Move,123,64
439000,Move,123,64
439999,Move,123,64
441000,Move,123,64
441999,Move,123,64
443000,Move,123,64
443999,Move,123,64
445000,Move,123,64
445999,Move,123,64
447000,Move,123,64
447999,Move,123,64
449000,Move,123,64
449999,Move,123,64
451000,Move,123,64
451999,Move,123,64
453000,Move,123,64
453999,Move,123,64
455000,Move,123,64
455999,Move,123,64
457000,Move,122,68
458292,Move,122,68
460086,Move,122,68
461015,Move,122,68
461997,Move,122,68
463001,Move,122,68
463997,Move,122,68
465001,Move,122,68
465997,Move,122,68
467001,Move,122,68
467998,Move,122,68
469001,Move,122,68
469997,Move,120,79
471250,Move,120,79
473160,Move,120,79
473998,Move,120,79
475010,Move,120,79
475997,Move,120,79
477001,Move,120,79
477997,Move,120,79
479001,Move,120,79
479997,Move,120,79
481001,Move,120,79
481997,Move,120,79
483001,Move,114,105
483997,Move,114,105
485170,Move,114,105
487156,Move,114,105
487998,Move,114,105
489008,Move,114,105
489997,Move,114,105
491001,Move,114,105
491997,Move,114,105
493001,Move,114,105
493997,Move,114,105
495001,Move,114,105
495997,Move,105,154
497151,Move,105,154
498146,Move,105,154
499063,Move,105,154
500045,Move,105,154
500998,Move,105,154
502021,Move,105,154
502997,Move,105,154
504001,Move,105,154
504997,Move,105,154
506001,Move,105,154
506997,Move,105,154
508001,Move,105,154
508997,Move,105,154
510001,Move,95,237
510997,Move,95,237
512187,Move,95,237
514158,Move,95,237
515069,Move,95,237
516049,Move,95,237
516997,Move,95,237
518021,Move,95,237
518997,Move,95,237
520001,Move,95,237
520997,Move,95,237
522001,Move,95,237
522997,Move,85,346
524177,Move,85,346
525026,Move,85,346
526091,Move,85,346
527153,Move,85,346
528029,Move,85,346
529019,Move,85,346
530011,Move,85,346
531020,Move,85,346
532000,Move,85,346
532998,Move,85,346
534000,Move,85,346
535002,Move,85,346
536000,Move,79,397
537172,Move,79,397
538019,Move,79,397
539162,Move,79,397
540049,Move,79,397
541000,Move,79,397
542015,Move,79,397
542998,Move,79,397
544001,Move,79,397
544997,Move,79,397
547002,Up,79,397
914004,Down,206,39
915276,Move,206,39
917067,Move,206,39
917999,Move,206,39
918999,Move,206,39
920000,Move,206,39
921003,Move,206,39
922000,Move,206,39
922999,Move,206,39
924000,Move,206,39
924999,Move,206,39
926000,Move,206,39
926999,Move,204,43
928000,Move,204,43
929294,Move,204,43
931092,Move,204,43
932012,Move,204,43
932997,Move,204,43
934001,Move,204,43
934997,Move,204,43
936001,Move,204,43
936997,Move,204,43
938001,Move,204,43
938997,Move,204,43
940001,Move,204,43
940997,Move,199,60
942203,Move,199,60
944156,Move,199,60
944998,Move,199,60
946012,Move,199,60
946997,Move,199,60
948001,Move,199,60
948997,Move,199,60
950001,Move,199,60
950997,Move,199,60
952001,Move,199,60
952997,Move,199,60
954001,Move,193,98
954997,Move,193,98
956151,Move,193,98
957173,Move,193,98
958106,Move,193,98
959028,Move,193,98
959999,Move,193,98
961012,Move,193,98
961999,Move,193,98
963001,Move,193,98
963997,Move,193,98
965001,Move,193,98
965997,Move,193,98
967001,Move,189,167
967997,Move,189,167
969222,Move,189,167
971172,Move,189,167
972080,Move,189,167
972998,Move,189,167
974017,Move,189,167
974997,Move,189,167
976001,Move,189,167
976997,Move,189,167
978001,Move,189,167
978997,Move,189,167
980001,Move,190,260
980997,Move,190,260
982185,Move,190,260
984044,Move,190,260
985101,Move,190,260
986085,Move,190,260
987031,Move,190,260
988010,Move,190,260
989015,Move,190,260
989997,Move,190,260
991001,Move,190,260
991997,Move,193,353
993177,Move,193,353
993509,Move,193,353
995022,Move,193,353
996176,Move,193,353
997070,Move,193,353
997998,Move,193,353
999032,Move,193,353
999997,Move,193,353
1001001,Move,193,353
1001997,Move,193,353
1003001,Move,193,353
1003997,Move,193,353
1005004,Move,193,353
1005997,Move,203,402
1007172,Move,203,402
1008022,Move,203,402
1009103,Move,203,402
1010119,Move,203,402
1011020,Move,203,402
1012000,Move,203,402
1013011,Move,203,402
1013999,Move,203,402
1015001,Move,203,402
1015997,Move,203,402
1017001,Move,203,402
1017997,Move,203,402
1019001,Move,212,422
1019997,Move,212,422
1021241,Move,212,422
1023121,Move,212,422
1024010,Move,212,422
1024997,Move,212,422
1026001,Move,212,422
1026997,Move,212,422
1028001,Move,212,422
1028997,Move,212,422
1030001,Move,212,422
1030997,Move,212,422
1032001,Move,220,430
1032997,Move,220,430
1034167,Move,220,430
1035003,Move,220,430
1036002,Move,220,430
1036998,Move,220,430
1038001,Move,220,430
1038997,Move,220,430
1040001,Move,220,430
1040997,Move,220,430
1042997,Up,220,430
1345031,Down,355,71
1346065,Move,355,71
1347073,Move,355,71
1348009,Move,355,71
1349000,Move,355,71
1350035,Move,355,71
1351000,Move,355,71
1352006,Move,355,71
1352997,Move,355,71
1354001,Move,355,71
1354998,Move,355,71
1356001,Move,355,71
1356999,Move,355,71
1358008,Move,353,72
1358997,Move,353,72
1360002,Move,353,72
1360998,Move,353,72
1362001,Move,353,72
1362997,Move,353,72
1364001,Move,353,72
1364997,Move,353,72
1366001,Move,353,72
1366997,Move,353,72
1368001,Move,353,72
1368997,Move,353,72
1370001,Move,353,72
1370997,Move,348,78
1372001,Move,348,78
1372997,Move,348,78
1374001,Move,348,78
1374997,Move,348,78
1376001,Move,348,78
1376997,Move,348,78
1378001,Move,348,78
1378997,Move,348,78
1380001,Move,348,78
1380997,Move,348,78
1382001,Move,348,78
1382997,Move,348,78
1384001,Move,336,94
1384997,Move,336,94
1386001,Move,336,94
1386997,Move,336,94
1388001,Move,336,94
1388997,Move,336,94
1390001,Move,336,94
1390997,Move,336,94
1392001,Move,336,94
1392997,Move,336,94
1394001,Move,336,94
1394997,Move,336,94
1396001,Move,336,94
1396997,Move,336,94
1398001,Move,317,124
1398997,Move,317,124
1400001,Move,317,124
1400997,Move,317,124
1402001,Move,317,124
1402997,Move,317,124
1404001,Move,317,124
1404997,Move,317,124
1406001,Move,317,124
1406997,Move,317,124
1408001,Move,317,124
1408997,Move,317,124
1410001,Move,317,124
1410997,Move,297,166
1412001,Move,297,166
1412997,Move,297,166
1414001,Move,297,166
1414997,Move,297,166
1416001,Move,297,166
1416997,Move,297,166
1418001,Move,297,166
1418997,Move,297,166
1420001,Move,297,166
1420997,Move,297,166
1422001,Move,297,166
1422997,Move,297,166
1424001,Move,276,211
1424997,Move,276,211
1426001,Move,276,211
1426997,Move,276,211
1428001,Move,276,211
1428997,Move,276,211
1430001,Move,276,211
1430997,Move,276,211
1432001,Move,276,211
1432997,Move,276,211
1434001,Move,276,211
1434997,Move,276,211
1436001,Move,276,211
1436997,Move,249,258
1438001,Move,249,258
1438997,Move,249,258
1440001,Move,249,258
1440997,Move,249,258
1442001,Move,249,258
1442997,Move,249,258
1444001,Move,249,258
1444997,Move,249,258
1446001,Move,249,258
1446997,Move,249,258
1448001,Move,249,258
1448997,Move,249,258
1450001,Move,216,306
1450997,Move,216,306
1452001,Move,216,306
1452997,Move,216,306
1454001,Move,216,306
1454997,Move,216,306
1456001,Move,216,306
1456997,Move,216,306
1458001,Move,216,306
1458997,Move,216,306
1460001,Move,216,306
1460997,Move,216,306
1462001,Move,216,306
1462997,Move,166,366
1464001,Move,166,366
1464997,Move,166,366
1466001,Move,166,366
1466997,Move,166,366
1468001,Move,166,366
1468997,Move,166,366
1470001,Move,166,366
1470997,Move,166,366
1472001,Move,166,366
1472997,Move,166,366
1474001,Move,166,366
1474997,Move,166,366
1476001,Move,113,407
1476997,Move,113,407
1478001,Move,113,407
1478997,Move,113,407
1480001,Move,113,407
1480997,Move,113,407
1482001,Move,113,407
1482997,Move,113,407
1484001,Move,113,407
1484997,Move,113,407
1486001,Move,113,407
1486997,Move,113,407
1488001,Move,113,407
1488997,Move,72,426
1490001,Move,72,426
1490997,Move,72,426
1492001,Move,72,426
1492997,Move,72,426
1494001,Move,72,426
1494997,Move,72,426
1496001,Move,72,426
1496997,Move,72,426
1498001,Move,72,426
1498997,Move,72,426
1500997,Up,72,426
1827999,Down,320,106
1829023,Move,320,106
1830001,Move,320,106
1831002,Move,320,106
1831999,Move,320,106
1833000,Move,320,106
1833999,Move,320,106
1835000,Move,320,106
1835999,Move,320,106
1837000,Move,320,106
1837999,Move,320,106
1839000,Move,320,106
1839999,Move,320,106
1841000,Move,317,109
1841999,Move,317,109
1843000,Move,317,109
1843999,Move,317,109
1845000,Move,317,109
1845999,Move,317,109
1847000,Move,317,109
1847999,Move,317,109
1849000,Move,317,109
1849999,Move,317,109
1851000,Move,317,109
1851999,Move,317,109
1853000,Move,317,109
1853999,Move,311,115
1855000,Move,311,115
1855999,Move,311,115
1857000,Move,311,115
1857999,Move,311,115
1859000,Move,311,115
1859999,Move,311,115
1861000,Move,311,115
1861999,Move,311,115
1863000,Move,311,115
1863999,Move,311,115
1865000,Move,311,115
1865999,Move,311,115
1867000,Move,296,133
1867999,Move,296,133
1869000,Move,296,133
1869999,Move,296,133
1871000,Move,296,133
1871999,Move,296,133
1873000,Move,296,133
1873999,Move,296,133
1875000,Move,296,133
1875999,Move,296,133
1877000,Move,296,133
1877999,Move,296,133
1879000,Move,296,133
1879999,Move,296,133
1881000,Move,268,169
1881999,Move,268,169
1883000,Move,268,169
1883999,Move,268,169
1885000,Move,268,169
1885999,Move,268,169
1887000,Move,268,169
1887999,Move,268,169
1889000,Move,268,169
1889999,Move,268,169
1891000,Move,268,169
1891999,Move,268,169
1893000,Move,268,169
1893999,Move,233,218
1895000,Move,233,218
1895999,Move,233,218
1897000,Move,233,218
1897999,Move,233,218
1899000,Move,233,218
1899999,Move,233,218
1901000,Move,233,218
1901999,Move,233,218
1903000,Move,233,218
1903999,Move,233,218
1905000,Move,233,218
1905999,Move,233,218
1907000,Move,188,277
1907999,Move,188,277
1909000,Move,188,277
1909999,Move,188,277
1911000,Move,188,277
1911999,Move,188,277
1913000,Move,188,277
1913999,Move,188,277
1915000,Move,188,277
1915999,Move,188,277
1917000,Move,188,277
1917999,Move,188,277
1919000,Move,188,277
1919999,Move,141,331
1921000,Move,141,331
1921999,Move,141,331
1923000,Move,141,331
1923999,Move,141,331
1925000,Move,141,331
1925999,Move,141,331
1927000,Move,141,331
1927999,Move,141,331
1929000,Move,141,331
1929999,Move,141,331
1931000,Move,141,331
1931999,Move,141,331
1933000,Move,107,371
1933999,Move,107,371
1935000,Move,107,371
1935999,Move,107,371
1937000,Move,107,371
1937999,Move,107,371
1939000,Move,107,371
1939999,Move,107,371
1941000,Move,107,371
1941999,Move,107,371
1943000,Move,107,371
1943999,Move,107,371
1945000,Move,107,371
1945999,Move,81,398
1947000,Move,81,398
1947999,Move,81,398
1949000,Move,81,398
1949999,Move,81,398
1951000,Move,81,398
1951999,Move,81,398
1953000,Move,81,398
1953999,Move,81,398
1955000,Move,81,398
1955999,Move,81,398
1957000,Move,81,398
1957999,Move,81,398
1959000,Move,64,415
1959999,Move,64,415
1961000,Move,64,415
1961999,Move,64,415
1963000,Move,64,415
1963999,Move,64,415
1965000,Move,64,415
1965999,Move,64,415
1967000,Move,64,415
1967999,Move,64,415
1969000,Move,64,415
1970997,Up,64,415
2323999,Down,284,118
2325257,Move,284,118
2327041,Move,284,118
2328000,Move,284,118
2328999,Move,284,118
2330000,Move,284,118
2331004,Move,284,118
2332000,Move,284,118
2332999,Move,284,118
2334000,Move,284,118
2334999,Move,284,118
2336000,Move,284,118
2336999,Move,284,118
2338000,Move,275,129
2339303,Move,275,129
2341093,Move,275,129
2342016,Move,275,129
2342997,Move,275,129
2344001,Move,275,129
2344997,Move,275,129
2346001,Move,275,129
2346997,Move,275,129
2348001,Move,275,129
2348997,Move,275,129
2350001,Move,253,154
2350997,Move,253,154
2352211,Move,253,154
2354145,Move,253,154
2355023,Move,253,154
2355999,Move,253,154
2357013,Move,253,154
2357999,Move,253,154
2359001,Move,253,154
2359997,Move,253,154
2361001,Move,253,154
2361997,Move,253,154
2363001,Move,253,154
2364001,Move,214,194
2365185,Move,214,194
2367213,Move,214,194
2369028,Move,214,194
2370014,Move,214,194
2371000,Move,214,194
2372001,Move,214,194
2372997,Move,214,194
2374001,Move,214,194
2374997,Move,214,194
2376001,Move,214,194
2376997,Move,171,239
2378170,Move,171,239
2379030,Move,171,239
2380124,Move,171,239
2381079,Move,171,239
2382035,Move,171,239
2382998,Move,171,239
2384015,Move,171,239
2384997,Move,171,239
2386001,Move,171,239
2386997,Move,171,239
2388001,Move,171,239
2388997,Move,171,239
2390001,Move,124,291
2390997,Move,124,291
2392173,Move,124,291
2392523,Move,124,291
2394058,Move,124,291
2395124,Move,124,291
2396060,Move,124,291
2397048,Move,124,291
2398005,Move,124,291
2399022,Move,124,291
2399997,Move,124,291
2401001,Move,124,291
2401997,Move,124,291
2403001,Move,88,338
2403997,Move,88,338
2405199,Move,88,338
2407128,Move,88,338
2408079,Move,88,338
2409034,Move,88,338
2410002,Move,88,338
2411016,Move,88,338
2411997,Move,88,338
2413001,Move,88,338
2413997,Move,88,338
2415005,Move,57,379
2415997,Move,57,379
2417195,Move,57,379
2419174,Move,57,379
2420016,Move,57,379
2421025,Move,57,379
2422001,Move,57,379
2423024,Move,57,379
2424000,Move,57,379
2424998,Move,57,379
2426000,Move,57,379
2426998,Move,57,379
2428000,Move,57,379
2428998,Move,43,403
2430000,Move,43,403
2431260,Move,43,403
2433140,Move,43,403
2434000,Move,43,403
2435008,Move,43,403
2435997,Move,43,403
2437001,Move,43,403
2437997,Move,43,403
2439001,Move,43,403
2439997,Move,43,403
2441001,Move,43,403
2441997,Move,34,416
2443163,Move,34,416
2444000,Move,34,416
2445001,Move,34,416
2445997,Move,34,416
2447001,Move,34,416
2447997,Move,34,416
2449001,Move,34,416
2449997,Move,34,416
2451001,Move,34,416
2453003,Up,34,416
2794095,Down,196,68
2795102,Move,196,68
2796047,Move,196,68
2796997,Move,196,68
2798286,Move,196,68
2800062,Move,196,68
2801004,Move,196,68
2801999,Move,196,68
2803000,Move,196,68
2803999,Move,196,68
2805000,Move,196,68
2805999,Move,196,68
2807000,Move,189,76
2808312,Move,189,76
2810094,Move,189,76
2811012,Move,189,76
2811997,Move,189,76
2813001,Move,189,76
2813997,Move,189,76
2815001,Move,189,76
2815997,Move,189,76
2817001,Move,189,76
2817997,Move,189,76
2819001,Move,189,76
2819997,Move,172,101
2821191,Move,172,101
2823152,Move,172,101
2824022,Move,172,101
2824999,Move,172,101
2826016,Move,172,101
2827000,Move,172,101
2828001,Move,172,101
2828998,Move,172,101
2830001,Move,172,101
2830998,Move,172,101
2832001,Move,172,101
2832998,Move,140,144
2834177,Move,140,144
2835189,Move,140,144
2835538,Move,140,144
2837093,Move,140,144
2837998,Move,140,144
2839019,Move,140,144
2839998,Move,140,144
2841003,Move,140,144
2841997,Move,140,144
2843001,Move,140,144
2843997,Move,140,144
2845001,Move,140,144
2845997,Move,140,144
2847001,Move,97,207
2847997,Move,97,207
2849238,Move,97,207
2851072,Move,97,207
2852121,Move,97,207
2853076,Move,97,207
2854038,Move,97,207
2855001,Move,97,207
2856027,Move,97,207
2856997,Move,97,207
2858001,Move,97,207
2858998,Move,57,267
2860165,Move,57,267
2861027,Move,57,267
2862124,Move,57,267
2863070,Move,57,267
2864011,Move,57,267
2865031,Move,57,267
2865999,Move,57,267
2867020,Move,57,267
2868002,Move,57,267
2869000,Move,57,267
2870999,Up,57,267
