magic,version,name,source,sample_rate_note
TINYDRAW_INKTRACE,1,fast-curve-dense-25,recorded,recorded owner finger input via 1kHz sampler stream
t_us,kind,x,y
171192,Move,43,132
173135,Move,43,132
174070,Move,43,132
175042,Move,43,132
176005,Move,43,132
177016,Move,43,132
177998,Move,43,132
179004,Move,43,132
179998,Move,43,132
181002,Move,43,132
181998,Move,43,132
183002,Move,39,109
183998,Move,39,109
185299,Move,39,109
187135,Move,39,109
188024,Move,39,109
189000,Move,39,109
190011,Move,39,109
191000,Move,39,109
192005,Move,39,109
193010,Move,39,109
194002,Move,39,109
194998,Move,39,109
196002,Move,39,92
196998,Move,39,92
198195,Move,39,92
200145,Move,39,92
200998,Move,39,92
202009,Move,39,92
202998,Move,39,92
204004,Move,39,92
204998,Move,39,92
206002,Move,39,92
206998,Move,39,92
208002,Move,39,92
208998,Move,41,79
210190,Move,41,79
212151,Move,41,79
213008,Move,41,79
213998,Move,41,79
215004,Move,41,79
215998,Move,41,79
217002,Move,41,79
217998,Move,41,79
219002,Move,41,79
219998,Move,41,79
221002,Move,41,79
221998,Move,45,67
223205,Move,45,67
225144,Move,45,67
226003,Move,45,67
227006,Move,45,67
227999,Move,45,67
229004,Move,45,67
229998,Move,45,67
231002,Move,45,67
231998,Move,45,67
233002,Move,45,67
233998,Move,45,67
235002,Move,51,59
235998,Move,51,59
237257,Move,51,59
239158,Move,51,59
239998,Move,51,59
241010,Move,51,59
241998,Move,51,59
243002,Move,51,59
243998,Move,51,59
245002,Move,51,59
245998,Move,51,59
247002,Move,51,59
247998,Move,60,54
249190,Move,60,54
251155,Move,60,54
251998,Move,60,54
253009,Move,60,54
253998,Move,60,54
255004,Move,60,54
255998,Move,60,54
257002,Move,60,54
257998,Move,60,54
259002,Move,60,54
259998,Move,60,54
261002,Move,73,50
261998,Move,73,50
263187,Move,73,50
265160,Move,73,50
265999,Move,73,50
267004,Move,73,50
267998,Move,73,50
269004,Move,73,50
269998,Move,73,50
271002,Move,73,50
271998,Move,73,50
273002,Move,73,50
273998,Move,87,48
275221,Move,87,48
277154,Move,87,48
277998,Move,87,48
279007,Move,87,48
279998,Move,87,48
281004,Move,87,48
281998,Move,87,48
283002,Move,87,48
283998,Move,87,48
285002,Move,87,48
285998,Move,87,48
287002,Move,87,48
287998,Move,106,49
289194,Move,106,49
291143,Move,106,49
291999,Move,106,49
293007,Move,106,49
293998,Move,106,49
295004,Move,106,49
295998,Move,106,49
297002,Move,106,49
297998,Move,106,49
299002,Move,106,49
299998,Move,106,49
301002,Move,127,52
301998,Move,127,52
303197,Move,127,52
305145,Move,127,52
305999,Move,127,52
307008,Move,127,52
307998,Move,127,52
309004,Move,127,52
309998,Move,127,52
311002,Move,127,52
311998,Move,127,52
313002,Move,127,52
313999,Move,147,61
315197,Move,147,61
317157,Move,147,61
318000,Move,147,61
319005,Move,147,61
319998,Move,147,61
321004,Move,147,61
321998,Move,147,61
323003,Move,147,61
323998,Move,147,61
325002,Move,147,61
325999,Move,147,61
327002,Move,162,79
327998,Move,162,79
329187,Move,162,79
331144,Move,162,79
332014,Move,162,79
333001,Move,162,79
334012,Move,162,79
335000,Move,162,79
336004,Move,162,79
336998,Move,162,79
338002,Move,162,79
338998,Move,162,79
340002,Move,170,114
340998,Move,170,114
342179,Move,170,114
344154,Move,170,114
345000,Move,170,114
346003,Move,170,114
346998,Move,170,114
348004,Move,170,114
348998,Move,170,114
350002,Move,170,114
350998,Move,170,114
352002,Move,170,114
352998,Move,171,166
354158,Move,171,166
355080,Move,171,166
356116,Move,171,166
357022,Move,171,166
358001,Move,171,166
359011,Move,171,166
360008,Move,171,166
361004,Move,171,166
361998,Move,171,166
363002,Move,171,166
363998,Move,171,166
365002,Move,171,166
365998,Move,165,221
367178,Move,165,221
369135,Move,165,221
370029,Move,165,221
371000,Move,165,221
372010,Move,165,221
373000,Move,165,221
374004,Move,165,221
374998,Move,165,221
376002,Move,165,221
377002,Move,165,221
378006,Move,165,221
378998,Move,153,271
380186,Move,153,271
380518,Move,153,271
382215,Move,153,271
384034,Move,153,271
385014,Move,153,271
386001,Move,153,271
387004,Move,153,271
387998,Move,153,271
389002,Move,153,271
389998,Move,153,271
391003,Move,153,271
391998,Move,139,307
393171,Move,139,307
394051,Move,139,307
395141,Move,139,307
396031,Move,139,307
397004,Move,139,307
398008,Move,139,307
399000,Move,139,307
400004,Move,139,307
400998,Move,139,307
402002,Move,139,307
402998,Move,139,307
404002,Move,139,307
404998,Move,123,331
406170,Move,123,331
406521,Move,123,331
408135,Move,123,331
409028,Move,123,331
409998,Move,123,331
411018,Move,123,331
412000,Move,123,331
413004,Move,123,331
413998,Move,123,331
415002,Move,123,331
415998,Move,123,331
417002,Move,123,331
417998,Move,110,342
419289,Move,110,342
421215,Move,110,342
423142,Move,110,342
424014,Move,110,342
425019,Move,110,342
426003,Move,110,342
427022,Move,110,342
428008,Move,110,342
429085,Move,110,342
430066,Move,110,342
431058,Move,100,341
432081,Move,100,341
433016,Move,100,341
434009,Move,100,341
435019,Move,100,341
436005,Move,100,341
437021,Move,100,341
438003,Move,100,341
439049,Move,100,341
440012,Move,100,341
442045,Up,100,341
